Row,z_1,z_2
heart_switzerland,-0.706919104706747,1.99346842780506
heart_switzerland_no_Nas,-1.8484694065965,1.46899446706487
heart_va,-1.14628366319971,1.11552405961751
heart_va_no_Nas,-2.72003776321617,1.55415233560004
hepatitis,0.29013942690943,0.653926889587604
hepatitis_no_Nas,-0.0447702529257975,0.578809216937437
hiv_746,0.773240805054487,2.44582882341727
hiv_impens,1.72578471564321,2.12759396764751
horse_colic_lesion,0.26271770182359,-0.485579787675609
human,-1.49519990836568,-3.05278939506033
hv_no_noise,1.52050616825374,3.86124413837458
ilpd,1.44798360436518,2.82206104841662
ilpd_no_Nas,1.46122072130113,2.81591030794719
image,-1.85446044317112,-2.66081154558292
internet,1.7746719255952,-0.998585009911986
ionosphere,0.191422342971719,0.0515016453187426
iris,-1.8334477843054,-1.88067936978445
japanese,0.550411528327634,1.38484042136566
japanese_no_Nas,0.457913015270925,1.23061356362085
leaf,-3.26547939421976,-2.62789009797287
led,-0.0682235192712051,-0.641419052460479
lenses,-2.22319782706579,-0.250787595785537
libras,-2.34494591636537,-2.15490520703252
liver,1.25605180806789,3.62612806840073
lsvt,-0.661131214218952,0.540023372688544
lung,-2.53754248466894,1.62489874895807
lung_no_NAs,-2.59534676431968,1.04994053516243
lymphography,-1.42581436235646,-0.482508503098696
madelon,0.0660783620555233,2.34791713955432
mammographics,1.22599926616678,1.23666759685667
mammographics_no_NAs,1.15040358445975,1.42847977564586
mechanical,0.82812609964338,1.95523369408528
mice,-2.37922733618094,-3.05000727570354
mice_no_Nas,-2.56933126005435,-3.09919099258821
molecular_promoter,-0.491720721953892,0.96393924411946
molecular_splice,0.499933128354031,0.947441811695266
monks1,0.666461300805737,1.93655051841281
monks2,1.92350656992832,2.34914164237648
monks3,1.11776229584348,1.52375458850549
multiple,-2.32054496491134,-3.13655528184608
mushroom,0.857575871799247,-2.24936115952538
onehund_mar,-2.85351251871478,-3.51182059563992
onehund_sha,-2.4389943543494,-3.1367037695169
onehund_tex,-2.73319259820148,-3.41317884324382
optical,-1.13287476794864,-2.51898722867019
ozone1_no_Nas,1.84542068479442,-1.21842449380537
ozone8_no_Nas,1.7618434558915,-0.423747813546573
page,1.46973416264013,-1.80371720324893
pamap9,0.140147135516568,-2.42337700851801
parkinson_speech,-0.128823388131558,-1.56717151557635
parkinsons,0.0302099492520206,-0.38059888094093
pen,-1.1501326108192,-2.72476910676587
phishing,1.59498474801861,-0.386181310217089
phoneme,1.66974317579133,0.9411783333417
pima,1.46358605268992,2.83912556723911
pitt1_1,-0.142127424694898,0.143341650059094
pitt1_2,-1.06308271362164,-0.93155943728311
pitt1_3,-1.07758270862261,1.21575495384908
pitt1_4,-1.03870400345124,0.910928382507537
pitt2_1,0.121657750133409,0.526919435688958
pitt2_2,-1.06757553945753,-0.986666830351446
pitt2_3,-1.06418301937304,1.2492473218504
pitt2_4,-0.935494021930031,1.04379555754817
planning,1.09669842697037,3.30143784082511
post,0.837076335352019,2.2130798629416
primary,0.602641074467798,2.84401533217918
qsar,1.0770474640535,1.23129659995817
ring,1.56896861522576,2.32490088503929
robot1,-0.897507975541496,-2.04843122209049
robot2,-1.01585962408527,-1.43898876075466
robot3,-0.76798021547405,-1.33324509727774
robot4,-0.163915455376098,-1.8578092609623
robot5,-0.502700821229506,-1.21410393127241
saheart,1.29944849705079,3.06296730506265
satimage,-0.836353689520056,-2.05798943293593
secom,0.187662492584914,-1.40742416168294
seeds,-1.80985209813895,-2.00955681835998
seismic,2.94938469385984,0.61207442916899
soybean_large,-2.80584648545576,-2.77866104279772
soybean_large_no_Nas,-2.7822715555881,-2.45445183214625
soybean_small,-3.37925434957733,-2.50956525375016
spambase,1.25887497716899,0.536505582246822
spect_heart,1.89427603845113,1.71694498467567
spectf_heart,0.265177439571118,1.09657984733599
statlog_australian,0.538414183012212,1.34141060418234
statlog_german,1.63423299424415,2.78075308866361
statlog_heart,0.632519232902461,1.57812045914913
statlog_is,-1.81580155889647,-2.68169499555452
statlog_ls,-0.838715684807427,-2.06084349920281
statlog_vehicle,-0.402716735165103,0.92462359257681
tae,0.0974399810331775,3.07161245389992
tao,0.118669440185283,-1.00455197349647
teaching,-0.517686704550723,2.75629815234632
texture,-1.92142514549423,-3.10502315362895
thyroid_allbp,2.18164401805055,-1.33004707761861
thyroid_allbp_no_Nas,2.13070912386845,-1.26975165118763
thyroid_allhyper,1.63961729206494,-2.16316624480863
thyroid_allhypo,1.58114000177088,-1.20530469676837
thyroid_allrep,1.80734048741741,-1.80322784256098
thyroid_allrep_no_Nas,1.86020901732072,-1.83961707076292
thyroid_ann,1.53289162948692,-1.32090573314425
thyroid_ann_no_Nas,1.53289162948692,-1.32090573314425
thyroid_dis,2.99803839191487,-1.024882178569
thyroid_dis_no_Nas,3.03059662187563,-0.955729094503693
thyroid_hypothyroid,1.57062782743856,-1.37163152889912
thyroid_new_thyroid,-0.818852599324326,-1.76929141317364
thyroid_sick,2.41180739723166,-0.654499808231734
thyroid_sick_no_Nas,2.27953724143278,-0.402572467245119
tic,1.77390954310601,2.97387115476272
titanic,2.71311860622253,2.71001658421073
trains,-2.86210456018065,0.446169816558974
turkiye,1.15993561994322,1.25852473878728
urban,-2.19451777158523,-2.09800988338865
user,-1.38015363693567,-0.372665053057286
vert2,0.433918970669578,1.1472419304148
vert3,-0.582360106056481,-0.0680078457149936
wall2,-0.735027309822021,-2.76610575631916
wall24,-0.160727388420835,-0.869819518042881
wall4,-0.790902479131942,-2.11111652997102
wave,-0.0734967801635248,0.00505115383368521
wave2,-0.10821816134312,0.286869646487047
weight,-2.11916738096472,-3.7229763778103
wholesale,0.239042234795466,-0.0923873379446503
wilt,2.45395383904206,-0.450477094962546
wine,-2.11209064389327,-2.2596300820819
wine_quality,0.971796361016929,1.21507856923343
winsconsin,0.687497324659221,-2.07977644830544
wpbc,0.557907967315845,1.94602660058124
wpbc_no_Nas,0.549033806112643,1.94199555228223
zoo,-2.59146371576632,-2.65881843879409
