Row,avg_density_ai_upper,b_l2_norm,c_fro_norm_upper,largest_block_fraction,m,n_blocks,n_total_matrix,nnz_c_upper,num_sdp_blocks
gpp250-4.dat-s,-0.622299457671118,0.574861325838299,0.714509157550646,0.852117443621858,0.0495890767325321,-0.855382930969088,0.396345845221889,0.949272748751361,-0.772027234150276
gpp500-1.dat-s,-0.716528965338,0.781422659864968,-0.13725808402649,0.852117443621858,0.51057400310262,-0.855382930969088,0.888246225614469,0.538433755287769,-0.772027234150276
gpp500-2.dat-s,-0.716528965338,0.781422659864968,0.177423998111877,0.852117443621858,0.51057400310262,-0.855382930969088,0.888246225614469,0.745021043998135,-0.772027234150276
gpp500-3.dat-s,-0.716528965338,0.781422659864968,0.517357093505937,0.852117443621858,0.51057400310262,-0.855382930969088,0.888246225614469,0.980757104092041,-0.772027234150276
gpp500-4.dat-s,-0.716528965338,0.781422659864968,0.95962257988518,0.852117443621858,0.51057400310262,-0.855382930969088,0.888246225614469,1.31209778247137,-0.772027234150276
hinf1.dat-s,1.65467331208018,-1.14701487174621,-1.22422242549708,-1.17263791394586,-1.61765224801768,1.14994019680673,-1.80178407433409,-1.1356193126879,1.25888591267546
hinf10.dat-s,1.55670637750715,-1.14701487174621,0.828048164432341,-1.13934212269114,-1.34607447580467,1.14994019680673,-1.42825798786991,-1.01016891963535,1.25888591267546
hinf11.dat-s,1.56252635245499,-1.14701487174621,0.923288571790673,-1.11760706636234,-1.1382104229886,1.14994019680673,-1.23203259671309,-0.936490022992097,1.25888591267546
hinf12.dat-s,1.44045215840305,-1.14701487174621,0.358252280998304,-1.01437599037775,-0.964796317500105,1.14994019680673,-1.15820394955363,-0.920413635002426,1.25888591267546
hinf13.dat-s,1.57525668010466,-1.14701487174621,-0.548504388495347,-1.09095452469465,-0.813777721006507,1.14994019680673,-0.986452578089613,-0.813944925753725,1.25888591267546
hinf14.dat-s,1.58237880872108,-1.14701487174621,-0.693305837303393,-1.08219693941229,-0.678822052332211,1.14994019680673,-0.89743177231015,-0.771129686036588,1.25888591267546
hinf15.dat-s,1.55496624113013,-1.14701487174621,-0.627662701554285,-1.04600954771927,-0.556113206650964,1.14994019680673,-0.839282754066751,-0.742194598637818,1.25888591267546
hinf2.dat-s,1.66489251459035,-1.14701487174621,-1.22048118567493,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
hinf3.dat-s,1.66489251459035,-1.14701487174621,-0.301653504740497,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
hinf4.dat-s,1.66489251459035,-1.14701487174621,0.381818227812249,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
hinf5.dat-s,1.66489251459035,-1.14701487174621,0.578303031623731,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
hinf6.dat-s,1.66489251459035,-1.14701487174621,0.0849833253257358,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
hinf7.dat-s,1.66489251459035,-1.14701487174621,0.70700285981829,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
hinf8.dat-s,1.66489251459035,-1.14701487174621,0.395840475982197,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
hinf9.dat-s,1.66489251459035,-1.14701487174621,0.644097302450313,-1.27751545150097,-1.61765224801768,1.14994019680673,-1.57346584682236,-1.03157025093353,1.25888591267546
maxG11.dat-s,-0.814114633845387,0.920307089008526,-0.101644562231228,0.852117443621858,0.849311714740801,-0.855382930969088,1.24785752009709,0.841358231995246,-0.772027234150276
maxG32.dat-s,-0.814245086425146,1.18835576245182,0.165272789545431,0.852117443621858,1.58350021163374,-0.855382930969088,1.93993477523135,1.28078551377411,-0.772027234150276
maxG51.dat-s,-0.814170524404832,0.985913890055828,1.06186212446677,0.852117443621858,1.01909609894789,-0.855382930969088,1.4269700304699,1.41732399999622,-0.772027234150276
maxG55.dat-s,-0.814265976915809,1.45285906352505,0.974778428347189,0.852117443621858,1.8630863547911,-0.855382930969088,1.93993477523135,1.58713618410632,-0.772027234150276
maxG60.dat-s,-0.81426792647183,1.54910696471129,0.968481757753107,0.852117443621858,1.8630863547911,-0.855382930969088,1.93993477523135,1.58713618410632,-0.772027234150276
mcp100.dat-s,-0.804434746165243,0.298589442265211,-0.244592109237476,0.852117443621858,-0.502780602424397,-0.855382930969088,-0.201898752879285,0.0971239990056175,-0.772027234150276
mcp124-1.dat-s,-0.807856740340226,0.363778734391483,-0.54889575097634,0.852117443621858,-0.379084514466463,-0.855382930969088,-0.0651297596628445,-0.0365563872510588,-0.772027234150276
mcp124-2.dat-s,-0.807856740340226,0.363778734391483,-0.205978356517207,0.852117443621858,-0.379084514466463,-0.855382930969088,-0.0651297596628445,0.168529032467058,-0.772027234150276
mcp124-3.dat-s,-0.807856740340226,0.363778734391483,0.142418785633143,0.852117443621858,-0.379084514466463,-0.855382930969088,-0.0651297596628445,0.381325843026508,-0.772027234150276
mcp124-4.dat-s,-0.807856740340226,0.363778734391483,0.534840464524652,0.852117443621858,-0.379084514466463,-0.855382930969088,-0.0651297596628445,0.65225298236643,-0.772027234150276
mcp250-1.dat-s,-0.812684260544502,0.574861325838299,-0.316813870346066,0.852117443621858,0.0470512836164278,-0.855382930969088,0.396345845221889,0.264683642592667,-0.772027234150276
mcp250-2.dat-s,-0.812684260544502,0.574861325838299,-0.0325748308178864,0.852117443621858,0.0470512836164278,-0.855382930969088,0.396345845221889,0.442382644324933,-0.772027234150276
mcp250-3.dat-s,-0.812684260544502,0.574861325838299,0.356400404343683,0.852117443621858,0.0470512836164278,-0.855382930969088,0.396345845221889,0.694287207871574,-0.772027234150276
mcp250-4.dat-s,-0.812684260544502,0.574861325838299,0.714509157550646,0.852117443621858,0.0470512836164278,-0.855382930969088,0.396345845221889,0.949272748751361,-0.772027234150276
mcp500-1.dat-s,-0.813872646098738,0.781422659864968,-0.13725808402649,0.852117443621858,0.50917609253031,-0.855382930969088,0.888246225614469,0.538433755287769,-0.772027234150276
mcp500-2.dat-s,-0.813872646098738,0.781422659864968,0.177423998111877,0.852117443621858,0.50917609253031,-0.855382930969088,0.888246225614469,0.745021043998135,-0.772027234150276
mcp500-3.dat-s,-0.813872646098738,0.781422659864968,0.517357093505937,0.852117443621858,0.50917609253031,-0.855382930969088,0.888246225614469,0.980757104092041,-0.772027234150276
mcp500-4.dat-s,-0.813872646098738,0.781422659864968,0.95962257988518,0.852117443621858,0.50917609253031,-0.855382930969088,0.888246225614469,1.31209778247137,-0.772027234150276
qap10.dat-s,-0.693362553869965,1.77906403263169,1.70944373252972,0.852117443621858,1.03519299834103,-0.855382930969088,-0.195602415151818,1.04638191497536,-0.772027234150276
qap5.dat-s,0.0545356283992154,1.12792599493434,1.70944373252972,0.852117443621858,-0.325032379252976,-0.855382930969088,-1.09415774114383,-0.136450470741478,-0.772027234150276
qap6.dat-s,-0.271823395452834,1.324830954309,1.70944373252972,0.852117443621858,-0.00838677572109164,-0.855382930969088,-0.839282754066751,0.0628413226492104,-0.772027234150276
qap7.dat-s,-0.46256353083648,1.49204778746131,1.70944373252972,0.852117443621858,0.28090060203291,-0.855382930969088,-0.640666468036085,0.390240862898426,-0.772027234150276
qap8.dat-s,-0.576643748768853,1.637129439505,1.70944373252972,0.852117443621858,0.548776029030564,-0.855382930969088,-0.473531131387756,0.58445330494068,-0.772027234150276
qap9.dat-s,-0.647536554360499,1.76510245161987,1.70944373252972,0.852117443621858,0.799247277402107,-0.855382930969088,-0.327101859428521,0.8678601483147,-0.772027234150276
qpG11.dat-s,-0.81419224593857,0.920307089008526,0.504474242644972,0.852117443621858,0.849311714740801,-0.855382930969088,1.82349339627502,0.713469854929576,-0.772027234150276
qpG51.dat-s,-0.814220215603606,0.985913890055828,0.900614410618692,0.852117443621858,1.01909609894789,-0.855382930969088,1.93993477523135,1.33746638387569,-0.772027234150276
ss30.dat-s,-0.757365773131564,0.958382595972285,-1.69382125856807,-0.476214132787859,-0.342564766112916,0.676059492110203,0.770777713946354,-0.0636138812623186,-0.772027234150276
theta1.dat-s,-0.757510339595129,-1.14701487174621,0.430810980988123,0.852117443621858,-0.480444932285772,-0.855382930969088,-0.640666468036085,0.612512630640747,-0.772027234150276
theta2.dat-s,-0.80248423886252,-1.14701487174621,0.849370722395534,0.852117443621858,0.506373062269087,-0.855382930969088,-0.201898752879285,1.25838627244512,-0.772027234150276
theta3.dat-s,-0.809288521727278,-1.14701487174621,1.09980087239828,0.852117443621858,1.09759088181288,-0.855382930969088,0.0573991350859183,1.58713618410632,-0.772027234150276
theta4.dat-s,-0.811542678527974,-1.14701487174621,1.28003347567219,0.852117443621858,1.56141114201364,-0.855382930969088,0.246212975731382,1.58713618410632,-0.772027234150276
theta5.dat-s,-0.812553910171444,-1.14701487174621,1.42130858546712,0.852117443621858,1.8630863547911,-0.855382930969088,0.396345845221889,1.58713618410632,-0.772027234150276
theta6.dat-s,-0.813092642023424,-1.14701487174621,1.53770502702832,0.852117443621858,1.8630863547911,-0.855382930969088,0.521761438009028,1.58713618410632,-0.772027234150276
thetaG11.dat-s,-0.813598852213689,1.24138783274422,-0.186713864922091,0.852117443621858,1.74221747313985,-0.855382930969088,1.24884465443387,0.713469854929576,-0.772027234150276
thetaG51.dat-s,-0.813746471724766,1.54541402551011,-0.122983837394691,0.852117443621858,1.8630863547911,-0.855382930969088,1.42778511683786,0.814775725468784,-0.772027234150276
truss1.dat-s,1.7188312837957,-0.630765375691438,-1.7202957372828,-1.60277825532086,-2.28103088367712,1.65261827854632,-2.00715522577327,-1.68866665171784,1.66122508969026
truss2.dat-s,0.295301860529354,-0.32993522277723,-1.7202957372828,-1.72242372064827,-0.804374248463192,1.77797079119643,-0.0202183666993958,-1.68866665171784,1.74657748596204
truss3.dat-s,0.724258850625261,-0.623247878263848,-1.7202957372828,-1.59431044893707,-1.21145709173876,1.65261827854632,-0.962735503526314,-1.68866665171784,1.66122508969026
truss4.dat-s,1.44278296041942,-0.628239392297565,-1.7202957372828,-1.59819211718668,-1.66678576791366,1.65261827854632,-1.37064873034466,-1.68866665171784,1.66122508969026
truss5.dat-s,-0.468994067167726,-0.324216501811596,-1.7202957372828,-1.72231236201816,-0.0684284377635856,1.77797079119643,0.590517981811566,-1.68866665171784,1.74657748596204
truss6.dat-s,-0.317748648483812,-0.628239392297565,-1.7202957372828,-1.74094937048257,-0.184888952519466,1.77797079119643,0.812322182766826,-1.68866665171784,1.74657748596204
truss7.dat-s,0.078867702538212,-0.630765375691438,-1.7202957372828,-1.74095500775061,-0.587825533717217,1.77797079119643,0.524075132204147,-1.68866665171784,1.74657748596204
truss8.dat-s,-0.685195194255779,-0.315832662763882,-1.7202957372828,-1.72227697739519,0.503560359648635,1.77797079119643,1.0597663715519,-1.68866665171784,1.74657748596204
